timestamp,BTCUSDT,ETHUSDT,SOLUSDT
2025-11-19T17:52:25.171000,90609.88,2979.67,135.17
2025-11-19T13:27:04.285000, 88988.83, 2885.0, 130.96
2025-11-19T13:27:04.288000, 88988.83, 2885.0, 130.96
2025-11-19T13:27:11.552000, 88988.83, 2883.77, 130.96
2025-11-19T13:27:11.610000, 88988.83, 2883.62, 130.96
2025-11-19T13:27:29.147000, 88988.83, 2883.62, 130.79
2025-11-19T13:27:47.201000, 88988.83, 2883.62, 130.79
